"_iterations","baselearner","train_risk"
707,"oldpeak_spline",0.504323256719833
708,"cp_source_tensor",0.504288949252857
709,"sex_one-hot",0.504223569777175
710,"trestbps_spline",0.504176959791153
711,"exang_source_tensor",0.504142827529606
712,"cp_source_tensor",0.504108717023007
713,"exang_source_tensor",0.504074740098111
714,"thalach_spline",0.504026282282973
715,"cp_source_tensor",0.503992377528192
716,"exang_source_tensor",0.503958597639574
717,"cp_source_tensor",0.503924855005802
718,"exang_source_tensor",0.503891228524578
719,"age_spline",0.50384222548042
720,"cp_source_tensor",0.503808672112318
721,"trestbps_spline",0.503763055912542
722,"exang_source_tensor",0.503729613637622
723,"cp_source_tensor",0.503696213364661
724,"exang_source_tensor",0.503662922662179
725,"cp_source_tensor",0.503629681533352
726,"exang_source_tensor",0.503596541583757
727,"oldpeak_spline",0.503550306065472
728,"cp_source_tensor",0.503517234931767
729,"exang_source_tensor",0.50348428424732
730,"sex_one-hot",0.503421399317418
731,"thalach_spline",0.503374713481212
732,"cp_source_tensor",0.503341876490626
733,"trestbps_spline",0.503297260092294
734,"exang_source_tensor",0.503264525310157
735,"age_spline",0.503216944862056
736,"cp_source_tensor",0.503184283234637
737,"exang_source_tensor",0.503151725020193
738,"cp_source_tensor",0.50311921822757
739,"exang_source_tensor",0.503086806799715
740,"exang_source_tensor",0.503054493089794
741,"cp_source_tensor",0.50302218851147
742,"exang_source_tensor",0.50299002034184
743,"trestbps_spline",0.502946324678145
744,"cp_source_tensor",0.502914165930077
745,"exang_source_tensor",0.502882143342525
746,"oldpeak_spline",0.502837482766539
747,"cp_source_tensor",0.50280548673863
748,"thalach_spline",0.502760424859891
749,"age_spline",0.50271425032569
750,"cp_source_tensor",0.502682419900238
751,"exang_source_tensor",0.502650689460069
752,"sex_one-hot",0.502590227002887
753,"exang_source_tensor",0.50255861664999
754,"cp_source_tensor",0.502527018251017
755,"trestbps_spline",0.502484226102776
756,"exang_source_tensor",0.502452758243362
757,"cp_source_tensor",0.502421301603368
758,"exang_source_tensor",0.50238997473597
759,"cp_source_tensor",0.502358665899751
760,"exang_source_tensor",0.502327479269251
761,"cp_source_tensor",0.502296317380708
762,"exang_source_tensor",0.502265270236595
763,"age_spline",0.502220493697839
764,"thalach_spline",0.502176845460843
765,"cp_source_tensor",0.502145887804655
766,"trestbps_spline",0.502103985181032
767,"exang_source_tensor",0.502073136839448
768,"oldpeak_spline",0.502030100856491
769,"cp_source_tensor",0.501999291161744
770,"exang_source_tensor",0.501968615368827
771,"cp_source_tensor",0.501937949688879
772,"exang_source_tensor",0.501907410652462
773,"cp_source_tensor",0.501876888155813
774,"sex_one-hot",0.501818715505171
775,"exang_source_tensor",0.501788335334669
776,"cp_source_tensor",0.501757988377378
777,"trestbps_spline",0.501716961100525
778,"age_spline",0.501673404926855
779,"exang_source_tensor",0.501643184934995
780,"cp_source_tensor",0.501612994133845
781,"exang_source_tensor",0.501582908450361
782,"thalach_spline",0.501540789851474
783,"cp_source_tensor",0.501510772267772
784,"exang_source_tensor",0.501480851218015
785,"oldpeak_spline",0.501439180392404
786,"cp_source_tensor",0.501409311353022
787,"exang_source_tensor",0.501379556134735
788,"trestbps_spline",0.501339411160595
789,"cp_source_tensor",0.501309673989224
790,"exang_source_tensor",0.501280050837657
791,"cp_source_tensor",0.501250451516329
792,"age_spline",0.50120812889201
793,"exang_source_tensor",0.501178660107421
794,"cp_source_tensor",0.501149217936335
795,"exang_source_tensor",0.501119879470152
796,"sex_one-hot",0.501063856546472
797,"cp_source_tensor",0.501034581967958
798,"thalach_spline",0.500993855919011
799,"exang_source_tensor",0.500964696985283
800,"trestbps_spline",0.500925330552494
801,"cp_source_tensor",0.50089621502724
802,"exang_source_tensor",0.500867184857818
803,"cp_source_tensor",0.500838203638668
804,"exang_source_tensor",0.500809301444299
805,"oldpeak_spline",0.500769012115823
806,"age_spline",0.500727854111352
807,"cp_source_tensor",0.500699033700392
808,"exang_source_tensor",0.500670312119915
809,"cp_source_tensor",0.500641624269555
810,"trestbps_spline",0.500603068050315
811,"exang_source_tensor",0.500574472778373
812,"cp_source_tensor",0.500545910120633
813,"exang_source_tensor",0.500517440542956
814,"cp_source_tensor",0.500489008985985
815,"thalach_spline",0.500449599113604
816,"exang_source_tensor",0.500421281208329
817,"cp_source_tensor",0.500393008783749
818,"sex_one-hot",0.500339092831433
819,"age_spline",0.500299020091672
820,"exang_source_tensor",0.500270867034639
821,"trestbps_spline",0.500233056899204
822,"cp_source_tensor",0.500204954620815
823,"exang_source_tensor",0.500176924740595
824,"exang_source_tensor",0.50014897814827
825,"oldpeak_spline",0.500110031927703
826,"cp_source_tensor",0.500082105138093
827,"cp_source_tensor",0.50005426666648
828,"exang_source_tensor",0.500026511116396
829,"cp_source_tensor",0.499998799618435
830,"exang_source_tensor",0.499971165334063
831,"thalach_spline",0.499933004357756
832,"cp_source_tensor",0.4999054460905
833,"age_spline",0.499866462228045
834,"trestbps_spline",0.499829434407437
835,"exang_source_tensor",0.499801964730848
836,"cp_source_tensor",0.499774541817411
837,"exang_source_tensor",0.499747191888291
838,"cp_source_tensor",0.499719893569122
839,"exang_source_tensor",0.499692662761268
840,"sex_one-hot",0.499640697315491
841,"exang_source_tensor",0.499613565407962
842,"cp_source_tensor",0.499586456810112
843,"oldpeak_spline",0.49954871571756
844,"trestbps_spline",0.499512443722613
845,"cp_source_tensor",0.499485420829372
846,"exang_source_tensor",0.499458472243648
847,"age_spline",0.499420528735343
848,"thalach_spline",0.499383501642699
849,"cp_source_tensor",0.499356641866682
850,"exang_source_tensor",0.499329851665981
851,"cp_source_tensor",0.499303113294875
852,"exang_source_tensor",0.499276439280836
853,"exang_source_tensor",0.499249844137717
854,"cp_source_tensor",0.499223263198305
855,"trestbps_spline",0.4991877083936
856,"exang_source_tensor",0.499161227949229
857,"cp_source_tensor",0.499134760407682
858,"exang_source_tensor",0.499108394598792
859,"cp_source_tensor",0.49908204622269
860,"age_spline",0.499045076074818
861,"thalach_spline",0.499009067349912
862,"exang_source_tensor",0.498982854515516
863,"sex_one-hot",0.498932788538656
864,"cp_source_tensor",0.498906623445149
865,"oldpeak_spline",0.498870173829044
866,"exang_source_tensor",0.498844117465407
867,"trestbps_spline",0.498809263837106
868,"cp_source_tensor",0.49878321605795
869,"exang_source_tensor",0.498757271534412
870,"cp_source_tensor",0.498731340556344
871,"exang_source_tensor",0.498705507873186
872,"cp_source_tensor",0.498679693039335
873,"age_spline",0.498643656126008
874,"exang_source_tensor",0.498617951632287
875,"cp_source_tensor",0.498592265621418
876,"exang_source_tensor",0.49856667171657
877,"trestbps_spline",0.498532482463919
878,"cp_source_tensor",0.498506904901889
879,"thalach_spline",0.49847201277707
880,"exang_source_tensor",0.498446547460627
881,"cp_source_tensor",0.498421106451709
882,"exang_source_tensor",0.498395750478846
883,"cp_source_tensor",0.498370422847023
884,"oldpeak_spline",0.49833514382572
885,"sex_one-hot",0.498286846271715
886,"exang_source_tensor",0.498261639785454
887,"cp_source_tensor",0.498236455595683
888,"age_spline",0.498201344850913
889,"trestbps_spline",0.498167817381827
890,"exang_source_tensor",0.498142734181628
891,"cp_source_tensor",0.498117668065449
892,"exang_source_tensor",0.498092692240657
893,"cp_source_tensor",0.498067737404585
894,"thalach_spline",0.498033847415287
895,"exang_source_tensor",0.498008996198796
896,"cp_source_tensor",0.497984173014935
897,"exang_source_tensor",0.4979594279666
898,"cp_source_tensor",0.497934714705794
899,"age_spline",0.497900438461437
900,"trestbps_spline",0.497867557980543
901,"exang_source_tensor",0.497842932850889
902,"cp_source_tensor",0.497818334239979
903,"exang_source_tensor",0.497793814114254
904,"oldpeak_spline",0.497759662666542
905,"cp_source_tensor",0.497735177912729
906,"exang_source_tensor",0.49771078597401
907,"sex_one-hot",0.497664186106667
908,"cp_source_tensor",0.497639833107751
909,"thalach_spline",0.497606896502014
910,"exang_source_tensor",0.497582639202555
911,"cp_source_tensor",0.497558413167945
912,"trestbps_spline",0.497526191548923
913,"exang_source_tensor",0.497502036471361
914,"age_spline",0.49746857533996
915,"cp_source_tensor",0.497444460524423
916,"exang_source_tensor",0.497420422412728
917,"cp_source_tensor",0.497396413563143
918,"exang_source_tensor",0.497372477439276
